"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","customer_id-2","customer_name","segment","age","country","city","state","postal_code","region","product_id-2","category","sub_category","product_name"
3933,"CA-2016-132094","2016-08-26","2016-09-02","Standard Class","VG-21805","TEC-AC-10001109","47.984",2,"0.2","13.1956","VG-21805","Vivek Grady","Corporate",54,"United States","Virginia Beach","Virginia","23464","South","TEC-AC-10001109","Technology","Accessories","Logitech Trackman Marble Mouse"
3934,"CA-2017-123001","2017-09-02","2017-09-08","Standard Class","AW-10840","OFF-AR-10001919","9.4",5,"0","2.726","AW-10840","Anthony Witt","Consumer",37,"United States","Allen","Texas","75002","Central","OFF-AR-10001919","Office Supplies","Art","OIC #2 Pencils  Medium Soft"
3935,"CA-2017-123001","2017-09-02","2017-09-08","Standard Class","AW-10840","OFF-LA-10004544","74",5,"0","37","AW-10840","Anthony Witt","Consumer",37,"United States","Allen","Texas","75002","Central","OFF-LA-10004544","Office Supplies","Labels","Avery 505"
3936,"CA-2017-123001","2017-09-02","2017-09-08","Standard Class","AW-10840","TEC-PH-10003484","201.584",2,"0.2","12.599","AW-10840","Anthony Witt","Consumer",37,"United States","Allen","Texas","75002","Central","TEC-PH-10003484","Technology","Phones","Ooma Telo VoIP Home Phone System"
3937,"CA-2015-118955","2015-06-16","2015-06-20","Standard Class","LS-17230","OFF-EN-10001028","28.752",3,"0.2","9.3444","LS-17230","Lycoris Saunders","Consumer",42,"United States","Dover","Delaware","19901","East","OFF-EN-10001028","Office Supplies","Envelopes","Staple envelope"
3938,"CA-2015-118955","2015-06-16","2015-06-20","Standard Class","LS-17230","OFF-PA-10004156","27.216",3,"0.2","9.8658","LS-17230","Lycoris Saunders","Consumer",42,"United States","Dover","Delaware","19901","East","OFF-PA-10004156","Office Supplies","Paper","Xerox 188"
3939,"CA-2015-118955","2015-06-16","2015-06-20","Standard Class","LS-17230","FUR-CH-10001708","197.372",2,"0.3","-25.3764","LS-17230","Lycoris Saunders","Consumer",42,"United States","Dover","Delaware","19901","East","FUR-CH-10001708","Furniture","Chairs","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back"
3940,"US-2016-143448","2016-12-10","2016-12-10","Same Day","MH-17455","FUR-CH-10003379","1424.9",5,"0","356.225","MH-17455","Mark Hamilton","Consumer",49,"United States","Jacksonville","North Carolina","28540","South","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs"
3941,"CA-2017-117863","2017-05-18","2017-05-23","Standard Class","TS-21340","FUR-FU-10002456","14.56",2,"0","6.2608","TS-21340","Toby Swindell","Consumer",67,"United States","Houston","Texas","77041","Central","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop  Large Neon Orange"
3942,"CA-2017-117863","2017-05-18","2017-05-23","Standard Class","TS-21340","OFF-BI-10000605","3.048",1,"0.2","1.0287","TS-21340","Toby Swindell","Consumer",67,"United States","Houston","Texas","77041","Central","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red"
3943,"CA-2017-160458","2017-05-27","2017-05-29","Second Class","EH-13945","OFF-PA-10001166","25.92",5,"0.2","9.072","EH-13945","Eric Hoffmann","Consumer",21,"United States","Los Angeles","California","90049","West","OFF-PA-10001166","Office Supplies","Paper","Xerox 2"
3944,"US-2016-142685","2016-06-23","2016-06-30","Standard Class","MG-17695","OFF-SU-10000157","835.17",7,"0","16.7034","MG-17695","Maureen Gnade","Consumer",33,"United States","Buffalo","New York","14215","East","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener"
3945,"CA-2016-133144","2016-05-16","2016-05-21","Second Class","DO-13435","OFF-PA-10004971","17.34",3,"0","8.4966","DO-13435","Denny Ordway","Consumer",25,"United States","Pembroke Pines","Florida","33024","South","OFF-PA-10004971","Office Supplies","Paper","Xerox 196"
3946,"CA-2017-167871","2017-11-18","2017-11-23","Standard Class","AF-10870","OFF-PA-10001977","44.384",1,"0.2","15.5344","AF-10870","Art Ferguson","Consumer",63,"United States","College Station","Texas","77840","Central","OFF-PA-10001977","Office Supplies","Paper","Xerox 194"
3947,"CA-2017-167871","2017-11-18","2017-11-23","Standard Class","AF-10870","OFF-SU-10001225","2.944",1,"0.2","-0.6624","AF-10870","Art Ferguson","Consumer",63,"United States","College Station","Texas","77840","Central","OFF-SU-10001225","Office Supplies","Supplies","Staple remover"
3948,"CA-2016-119963","2016-11-18","2016-11-22","Standard Class","SN-20710","OFF-AR-10003514","6.368",2,"0.2","1.0348","SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford"
3949,"CA-2016-119963","2016-11-18","2016-11-22","Standard Class","SN-20710","OFF-LA-10003510","48.848",2,"0.2","15.8756","SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","OFF-LA-10003510","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White"
3950,"CA-2016-119963","2016-11-18","2016-11-22","Standard Class","SN-20710","OFF-PA-10001970","19.648",2,"0.2","6.6312","SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881"
3951,"CA-2016-119963","2016-11-18","2016-11-22","Standard Class","SN-20710","FUR-CH-10003817","255.108",6,"0.3","-18.222","SN-20710","Steve Nguyen","Home Office",46,"United States","Houston","Texas","77041","Central","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair  Gray"
3952,"CA-2014-121167","2014-11-28","2014-11-30","Second Class","MO-17500","OFF-BI-10003676","17.248",2,"0.2","6.0368","MO-17500","Mary O'Rourke","Consumer",25,"United States","New York City","New York","10035","East","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers  Clear Plastic Sheets"
3953,"US-2016-151862","2016-03-01","2016-03-08","Standard Class","ON-18715","TEC-PH-10003535","159.984",2,"0.2","13.9986","ON-18715","Odella Nelson","Corporate",27,"United States","Eagan","Minnesota","55122","Central","TEC-PH-10003535","Technology","Phones","RCA ViSYS 25423RE1 Corded phone"
3954,"CA-2017-152961","2017-01-15","2017-01-19","Standard Class","SC-20095","OFF-PA-10004675","12.7",2,"0","5.842","SC-20095","Sanjit Chand","Consumer",27,"United States","Concord","California","94521","West","OFF-PA-10004675","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section  5 1/2 x 3 3/16"
3955,"CA-2014-133228","2014-04-04","2014-04-09","Standard Class","MS-17710","FUR-FU-10004020","5.47",1,"0","2.3521","MS-17710","Maurice Satty","Consumer",46,"United States","Mesa","Arizona","85204","West","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame"
3956,"CA-2014-133228","2014-04-04","2014-04-09","Standard Class","MS-17710","OFF-AR-10001955","79.36",4,"0","23.808","MS-17710","Maurice Satty","Consumer",46,"United States","Mesa","Arizona","85204","West","OFF-AR-10001955","Office Supplies","Art","Newell 319"
3957,"CA-2016-114951","2016-06-26","2016-07-03","Standard Class","DN-13690","FUR-FU-10002364","22.14",3,"0","6.4206","DN-13690","Duane Noonan","Consumer",42,"United States","San Francisco","California","94122","West","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories  Oak"
3958,"CA-2016-156573","2016-05-29","2016-06-02","Standard Class","RB-19360","OFF-BI-10002414","11.277",3,"0.7","-8.6457","RB-19360","Raymond Buch","Consumer",70,"United States","Auburn","New York","13021","East","OFF-BI-10002414","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch"
3959,"CA-2016-156573","2016-05-29","2016-06-02","Standard Class","RB-19360","OFF-AR-10003732","4.448",2,"0.2","0.3336","RB-19360","Raymond Buch","Consumer",70,"United States","Auburn","New York","13021","East","OFF-AR-10003732","Office Supplies","Art","Newell 333"
3960,"CA-2016-156573","2016-05-29","2016-06-02","Standard Class","RB-19360","FUR-FU-10001085","44.76",3,"0.2","14.547","RB-19360","Raymond Buch","Consumer",70,"United States","Auburn","New York","13021","East","FUR-FU-10001085","Furniture","Furnishings","3M Polarizing Light Filter Sleeves"
3961,"CA-2015-113901","2015-10-19","2015-10-24","Standard Class","NH-18610","OFF-BI-10001249","38.28",6,"0","17.6088","NH-18610","Nicole Hansen","Corporate",44,"United States","Irving","Texas","75061","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings"
3962,"CA-2015-113901","2015-10-19","2015-10-24","Standard Class","NH-18610","TEC-PH-10002564","149.95",5,"0","44.985","NH-18610","Nicole Hansen","Corporate",44,"United States","Irving","Texas","75061","Central","TEC-PH-10002564","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4"
3963,"CA-2017-134838","2017-02-19","2017-02-20","First Class","ED-13885","OFF-AR-10000634","12.84",3,"0","3.4668","ED-13885","Emily Ducich","Home Office",28,"United States","San Diego","California","92037","West","OFF-AR-10000634","Office Supplies","Art","Newell 320"
3964,"CA-2017-134838","2017-02-19","2017-02-20","First Class","ED-13885","FUR-FU-10004018","44.67",3,"0","12.0609","ED-13885","Emily Ducich","Home Office",28,"United States","San Diego","California","92037","West","FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp"
3965,"CA-2016-120257","2016-09-22","2016-09-28","Standard Class","PW-19240","OFF-AR-10003481","7.872",3,"0.2","0.8856","PW-19240","Pierre Wener","Consumer",70,"United States","Louisville","Colorado","80027","West","OFF-AR-10003481","Office Supplies","Art","Newell 348"
3966,"CA-2014-164910","2014-11-12","2014-11-17","Second Class","DM-13345","OFF-AR-10003651","7.872",3,"0.2","0.8856","DM-13345","Denise Monton","Corporate",46,"United States","Roswell","Georgia","30076","South","OFF-AR-10003651","Office Supplies","Art","Newell 350"
3967,"CA-2016-149902","2016-04-01","2016-04-06","Standard Class","DW-13540","OFF-AR-10002956","88.04",4,"0","22.8904","DW-13540","Don Weiss","Consumer",60,"United States","Seattle","Washington","98105","West","OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener"
3968,"CA-2016-146010","2016-05-20","2016-05-23","First Class","EH-14125","OFF-BI-10003638","40.635",7,"0.7","-32.508","EH-14125","Eugene Hildebrand","Home Office",41,"United States","Aurora","Illinois","60505","Central","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers"
3969,"US-2015-163685","2015-06-01","2015-06-05","Standard Class","KE-16420","OFF-BI-10001890","5.728",8,"0.8","-9.1648","KE-16420","Katrina Edelman","Corporate",53,"United States","Bristol","Tennessee","37620","South","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets"
3970,"US-2015-163685","2015-06-01","2015-06-05","Standard Class","KE-16420","OFF-PA-10002606","42.24",10,"0.2","13.2","KE-16420","Katrina Edelman","Corporate",53,"United States","Bristol","Tennessee","37620","South","OFF-PA-10002606","Office Supplies","Paper","Xerox 1928"
3971,"CA-2014-135090","2014-11-22","2014-11-26","Standard Class","SP-20920","OFF-PA-10002245","53.82",9,"0","24.219","SP-20920","Susan Pistek","Consumer",37,"United States","Los Angeles","California","90036","West","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895"
3972,"CA-2015-132374","2015-02-22","2015-02-24","Second Class","PS-19045","OFF-AR-10001615","79.36",4,"0","20.6336","PS-19045","Penelope Sewall","Home Office",23,"United States","Charlotte","North Carolina","28205","South","OFF-AR-10001615","Office Supplies","Art","Newell 34"
3973,"CA-2016-167556","2016-03-29","2016-04-02","Standard Class","JM-15250","OFF-PA-10000466","13.48",2,"0","6.74","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","OFF-PA-10000466","Office Supplies","Paper","Memo Book  100 Message Capacity  5 3/8” x 11”"
3974,"CA-2016-167556","2016-03-29","2016-04-02","Standard Class","JM-15250","OFF-BI-10003708","29.8",5,"0.2","9.3125","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1"
3975,"CA-2016-167556","2016-03-29","2016-04-02","Standard Class","JM-15250","FUR-FU-10004848","414",8,"0","124.2","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock"
3976,"CA-2016-167556","2016-03-29","2016-04-02","Standard Class","JM-15250","OFF-BI-10000320","41.328",7,"0.2","14.9814","JM-15250","Janet Martin","Consumer",62,"United States","Charlotte","North Carolina","28205","South","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs"
3977,"US-2016-116400","2016-10-22","2016-10-24","First Class","EB-13930","FUR-FU-10003731","39.92",4,"0","11.1776","EB-13930","Eric Barreto","Consumer",63,"United States","San Francisco","California","94110","West","FUR-FU-10003731","Furniture","Furnishings","Eldon Expressions Wood and Plastic Desk Accessories  Oak"
3978,"CA-2017-101308","2017-10-02","2017-10-07","Standard Class","FG-14260","OFF-FA-10002780","8.94",3,"0","4.1124","FG-14260","Frank Gastineau","Home Office",67,"United States","San Francisco","California","94110","West","OFF-FA-10002780","Office Supplies","Fasteners","Staples"
3979,"CA-2017-101308","2017-10-02","2017-10-07","Standard Class","FG-14260","TEC-PH-10003800","84.784",2,"0.2","-20.1362","FG-14260","Frank Gastineau","Home Office",67,"United States","San Francisco","California","94110","West","TEC-PH-10003800","Technology","Phones","i.Sound Portable Power - 8000 mAh"
3980,"CA-2014-114517","2014-12-23","2014-12-27","Standard Class","TH-21235","FUR-TA-10001676","53.316",2,"0.4","-19.5492","TH-21235","Tiffany House","Corporate",28,"United States","Dallas","Texas","75081","Central","FUR-TA-10001676","Furniture","Tables","Hon 61000 Series Interactive Training Tables"
3981,"CA-2014-114517","2014-12-23","2014-12-27","Standard Class","TH-21235","OFF-AP-10002350","56.52",3,"0","15.8256","TH-21235","Tiffany House","Corporate",28,"United States","Dallas","Texas","75081","Central","OFF-AP-10002350","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector"
3982,"CA-2017-119564","2017-12-15","2017-12-20","Standard Class","PL-18925","FUR-FU-10003096","22.77",3,"0","9.7911","PL-18925","Paul Lucas","Home Office",20,"United States","Chicago","Illinois","60610","Central","FUR-FU-10003096","Furniture","Furnishings","Master Giant Foot Doorstop  Safety Yellow"
3983,"CA-2016-135265","2016-07-07","2016-07-09","Second Class","CC-12370","FUR-CH-10003061","287.968",4,"0.2","-3.5996","CC-12370","Christopher Conant","Consumer",38,"United States","Fayetteville","North Carolina","28314","South","FUR-CH-10003061","Furniture","Chairs","Global Leather Task Chair  Black"
3984,"CA-2016-135265","2016-07-07","2016-07-09","Second Class","CC-12370","TEC-CO-10003763","2799.96",5,"0.2","944.9865","CC-12370","Christopher Conant","Consumer",38,"United States","Fayetteville","North Carolina","28314","South","TEC-CO-10003763","Technology","Copiers","Canon PC1060 Personal Laser Copier"
3985,"CA-2016-135265","2016-07-07","2016-07-09","Second Class","CC-12370","OFF-PA-10002923","48.94",1,"0","24.47","CC-12370","Christopher Conant","Consumer",38,"United States","Fayetteville","North Carolina","28314","South","OFF-PA-10002923","Office Supplies","Paper","Xerox 1942"
3986,"CA-2016-108735","2016-04-17","2016-04-21","Standard Class","JM-15535","FUR-BO-10003441","257.499",3,"0.15","24.2352","JM-15535","Jessica Myrick","Consumer",36,"United States","Philadelphia","Pennsylvania","19143","East","FUR-BO-10003441","Furniture","Bookcases","Bush Westfield Collection Bookcases  Fully Assembled"
3987,"CA-2017-112333","2017-04-08","2017-04-14","Standard Class","KF-16285","OFF-ST-10001780","2591.56",4,"0","621.9744","KF-16285","Karen Ferguson","Home Office",65,"United States","Manteca","California","95336","West","OFF-ST-10001780","Office Supplies","Storage","Tennsco 16-Compartment Lockers with Coat Rack"
3988,"CA-2017-112333","2017-04-08","2017-04-14","Standard Class","KF-16285","OFF-AP-10001962","41.95",5,"0","10.4875","KF-16285","Karen Ferguson","Home Office",65,"United States","Manteca","California","95336","West","OFF-AP-10001962","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210"
3989,"US-2016-159415","2016-04-17","2016-04-22","Standard Class","CS-12175","FUR-FU-10003798","79.12",5,"0.2","13.846","CS-12175","Charles Sheldon","Corporate",67,"United States","Columbia","Tennessee","38401","South","FUR-FU-10003798","Furniture","Furnishings","Ultra Door Kickplate  8H x 34W"
3990,"CA-2014-122588","2014-11-25","2014-11-27","Second Class","AR-10540","FUR-FU-10001095","52.96",2,"0","20.1248","AR-10540","Andy Reiter","Consumer",48,"United States","New York City","New York","10024","East","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame"
3991,"CA-2014-137589","2014-11-03","2014-11-08","Standard Class","MS-17770","OFF-SU-10000157","286.344",3,"0.2","-64.4274","MS-17770","Maxwell Schwartz","Consumer",47,"United States","New York City","New York","10035","East","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener"
3992,"CA-2015-161998","2015-05-01","2015-05-05","Standard Class","DB-13120","FUR-FU-10001095","63.552",3,"0.2","14.2992","DB-13120","David Bremer","Corporate",60,"United States","Santa Clara","California","95051","West","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame"
3993,"CA-2015-161998","2015-05-01","2015-05-05","Standard Class","DB-13120","OFF-SU-10004261","41.376",3,"0.2","4.6548","DB-13120","David Bremer","Corporate",60,"United States","Santa Clara","California","95051","West","OFF-SU-10004261","Office Supplies","Supplies","Fiskars 8 Scissors  2/Pack"
3994,"CA-2015-161998","2015-05-01","2015-05-05","Standard Class","DB-13120","OFF-AR-10004022","172.704",6,"0.2","10.794","DB-13120","David Bremer","Corporate",60,"United States","Santa Clara","California","95051","West","OFF-AR-10004022","Office Supplies","Art","Panasonic KP-380BK Classic Electric Pencil Sharpener"
3995,"CA-2015-105627","2015-03-08","2015-03-12","Standard Class","DK-12895","FUR-BO-10002916","512.94",3,"0","97.4586","DK-12895","Dana Kaydos","Consumer",47,"United States","Kenosha","Wisconsin","53142","Central","FUR-BO-10002916","Furniture","Bookcases","Rush Hierlooms Collection 1 Thick Stackable Bookcases"
3996,"CA-2015-105627","2015-03-08","2015-03-12","Standard Class","DK-12895","FUR-CH-10002084","860.93",7,"0","189.4046","DK-12895","Dana Kaydos","Consumer",47,"United States","Kenosha","Wisconsin","53142","Central","FUR-CH-10002084","Furniture","Chairs","Hon Mobius Operators Chair"
3997,"CA-2015-105627","2015-03-08","2015-03-12","Standard Class","DK-12895","TEC-PH-10003012","769.95",5,"0","223.2855","DK-12895","Dana Kaydos","Consumer",47,"United States","Kenosha","Wisconsin","53142","Central","TEC-PH-10003012","Technology","Phones","Nortel Meridian M3904 Professional Digital phone"
3998,"CA-2015-105627","2015-03-08","2015-03-12","Standard Class","DK-12895","OFF-AR-10002704","14.98",1,"0","4.494","DK-12895","Dana Kaydos","Consumer",47,"United States","Kenosha","Wisconsin","53142","Central","OFF-AR-10002704","Office Supplies","Art","Boston 1900 Electric Pencil Sharpener"
3999,"CA-2015-105627","2015-03-08","2015-03-12","Standard Class","DK-12895","FUR-FU-10000308","373.08",6,"0","82.0776","DK-12895","Dana Kaydos","Consumer",47,"United States","Kenosha","Wisconsin","53142","Central","FUR-FU-10000308","Furniture","Furnishings","Deflect-o Glass Clear Studded Chair Mats"
4000,"US-2015-149629","2015-07-17","2015-07-20","Second Class","MP-17965","FUR-BO-10004709","231.92",5,"0.2","5.798","MP-17965","Michael Paige","Corporate",18,"United States","Lawrence","Massachusetts","1841","East","FUR-BO-10004709","Furniture","Bookcases","Bush Westfield Collection Bookcases  Medium Cherry Finish"
4001,"CA-2014-116834","2014-10-11","2014-10-16","Standard Class","Dp-13240","FUR-FU-10001196","63.47",11,"0","19.041","Dp-13240","Dean percer","Home Office",64,"United States","Murray","Utah","84107","West","FUR-FU-10001196","Furniture","Furnishings","DAX Cubicle Frames - 8x10"
4002,"CA-2014-116834","2014-10-11","2014-10-16","Standard Class","Dp-13240","TEC-AC-10002942","345",5,"0","58.65","Dp-13240","Dean percer","Home Office",64,"United States","Murray","Utah","84107","West","TEC-AC-10002942","Technology","Accessories","WD My Passport Ultra 1TB Portable External Hard Drive"
4003,"CA-2016-145730","2016-03-03","2016-03-08","Standard Class","CC-12220","FUR-TA-10004915","637.896",3,"0.3","-127.5792","CC-12220","Chris Cortes","Consumer",18,"United States","La Porte","Indiana","46350","Central","FUR-TA-10004915","Furniture","Tables","Office Impressions End Table  20-1/2H x 24W x 20D"
4004,"CA-2016-145730","2016-03-03","2016-03-08","Standard Class","CC-12220","TEC-MA-10001016","287.91",3,"0.4","33.5895","CC-12220","Chris Cortes","Consumer",18,"United States","La Porte","Indiana","46350","Central","TEC-MA-10001016","Technology","Machines","Canon PC170 Desktop Personal Copier"
4005,"CA-2016-145730","2016-03-03","2016-03-08","Standard Class","CC-12220","OFF-EN-10000483","36.6",3,"0.2","11.895","CC-12220","Chris Cortes","Consumer",18,"United States","La Porte","Indiana","46350","Central","OFF-EN-10000483","Office Supplies","Envelopes","White Envelopes  White Envelopes with Clear Poly Window"
4006,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","OFF-AR-10003087","1.78",1,"0","0.4984","KM-16660","Khloe Miller","Consumer",57,"United States","Roswell","Georgia","30076","South","OFF-AR-10003087","Office Supplies","Art","Staples in misc. colors"
4007,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","OFF-PA-10000520","25.92",4,"0","12.4416","KM-16660","Khloe Miller","Consumer",57,"United States","Roswell","Georgia","30076","South","OFF-PA-10000520","Office Supplies","Paper","Xerox 201"
4008,"US-2015-168732","2015-12-10","2015-12-16","Standard Class","KM-16660","TEC-AC-10001553","101.94",6,"0","21.4074","KM-16660","Khloe Miller","Consumer",57,"United States","Roswell","Georgia","30076","South","TEC-AC-10001553","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack"
4009,"CA-2015-107468","2015-12-18","2015-12-22","Standard Class","MK-17905","OFF-AR-10000634","6.848",2,"0.2","0.5992","MK-17905","Michael Kennedy","Corporate",20,"United States","Manchester","Connecticut","6040","East","OFF-AR-10000634","Office Supplies","Art","Newell 320"
4010,"CA-2017-144463","2017-01-01","2017-01-05","Standard Class","SC-20725","FUR-FU-10001215","474.43",11,"0","199.2606","SC-20725","Steven Cartwright","Consumer",28,"United States","Wilmington","Delaware","19805","East","FUR-FU-10001215","Furniture","Furnishings","Howard Miller 11-1/2 Diameter Brentwood Wall Clock"
4011,"CA-2017-100811","2017-11-21","2017-11-24","First Class","CC-12475","OFF-PA-10001204","8.448",2,"0.2","2.64","CC-12475","Cindy Chapman","Consumer",48,"United States","New York City","New York","10024","East","OFF-PA-10001204","Office Supplies","Paper","Xerox 1972"
4012,"CA-2017-100811","2017-11-21","2017-11-24","First Class","CC-12475","OFF-ST-10002444","39.296",4,"0.2","3.9296","CC-12475","Cindy Chapman","Consumer",48,"United States","New York City","New York","10024","East","OFF-ST-10002444","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File"
4013,"CA-2015-153612","2015-12-22","2015-12-27","Standard Class","BT-11305","OFF-AR-10000203","17.12",4,"0","4.9648","BT-11305","Beth Thompson","Home Office",38,"United States","Costa Mesa","California","92627","West","OFF-AR-10000203","Office Supplies","Art","Newell 336"
4014,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-AP-10000828","542.94",3,"0","152.0232","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-AP-10000828","Office Supplies","Appliances","Avanti 4.4 Cu. Ft. Refrigerator"
4015,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-LA-10003190","8.64",3,"0","4.2336","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-LA-10003190","Office Supplies","Labels","Avery 474"
4016,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-PA-10002319","193.8",5,"0","94.962","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-PA-10002319","Office Supplies","Paper","Xerox 1944"
4017,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-PA-10003893","21.4",5,"0","9.63","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-PA-10003893","Office Supplies","Paper","Xerox 1962"
4018,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-PA-10002499","97.88",2,"0","48.94","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-PA-10002499","Office Supplies","Paper","Xerox 1890"
4019,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","TEC-AC-10004568","251.91",9,"0","47.8629","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","TEC-AC-10004568","Technology","Accessories","Maxell LTO Ultrium - 800 GB"
4020,"CA-2015-165624","2015-08-23","2015-08-28","Standard Class","FH-14350","OFF-AP-10001492","25.86",3,"0","6.7236","FH-14350","Fred Harton","Consumer",45,"United States","Seattle","Washington","98105","West","OFF-AP-10001492","Office Supplies","Appliances","Acco Six-Outlet Power Strip  4 Cord Length"
4021,"CA-2014-154963","2014-06-22","2014-06-27","Standard Class","AA-10645","FUR-CH-10004698","170.058",3,"0.3","-4.8588","AA-10645","Anna Andreadi","Consumer",32,"United States","Chester","Pennsylvania","19013","East","FUR-CH-10004698","Furniture","Chairs","Padded Folding Chairs  Black  4/Carton"
4022,"CA-2014-154963","2014-06-22","2014-06-27","Standard Class","AA-10645","TEC-PH-10004093","82.782",3,"0.4","-15.1767","AA-10645","Anna Andreadi","Consumer",32,"United States","Chester","Pennsylvania","19013","East","TEC-PH-10004093","Technology","Phones","Panasonic Kx-TS550"
4023,"CA-2014-154963","2014-06-22","2014-06-27","Standard Class","AA-10645","FUR-CH-10000454","853.93",5,"0.3","0","AA-10645","Anna Andreadi","Consumer",32,"United States","Chester","Pennsylvania","19013","East","FUR-CH-10000454","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back"
4024,"CA-2017-130764","2017-10-27","2017-10-28","First Class","JO-15145","FUR-BO-10003034","556.665",5,"0.15","6.549","JO-15145","Jack O'Briant","Corporate",68,"United States","Philadelphia","Pennsylvania","19140","East","FUR-BO-10003034","Furniture","Bookcases","OSullivan Elevations Bookcase  Cherry Finish"
4025,"CA-2017-130764","2017-10-27","2017-10-28","First Class","JO-15145","TEC-PH-10003215","95.84",4,"0.2","34.742","JO-15145","Jack O'Briant","Corporate",68,"United States","Philadelphia","Pennsylvania","19140","East","TEC-PH-10003215","Technology","Phones","Jackery Bar Premium Fast-charging Portable Charger"
4026,"CA-2017-139311","2017-08-11","2017-08-13","First Class","SF-20965","OFF-PA-10001776","29.664",4,"0.2","10.0116","SF-20965","Sylvia Foulston","Corporate",64,"United States","Dearborn","Michigan","48126","Central","OFF-PA-10001776","Office Supplies","Paper","Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book"
4027,"CA-2017-139311","2017-08-11","2017-08-13","First Class","SF-20965","OFF-AR-10004582","9.184",7,"0.2","2.87","SF-20965","Sylvia Foulston","Corporate",64,"United States","Dearborn","Michigan","48126","Central","OFF-AR-10004582","Office Supplies","Art","BIC Brite Liner Grip Highlighters"
